internalTaxonId,researchNeededCode,researchNeededName
65592578,3.1,Population trends
65592578,1.2,"Population size, distribution & trends"
65592578,1.3,Life history & ecology
65592578,1.5,Threats
65686181,1.2,"Population size, distribution & trends"
65686181,2.2,Area-based Management Plan
65686181,3.1,Population trends
65686181,1.3,Life history & ecology
65686181,1.5,Threats
65686197,2.2,Area-based Management Plan
65686197,3.1,Population trends
65686197,1.2,"Population size, distribution & trends"
65686197,1.3,Life history & ecology
65686197,1.5,Threats
65688228,2.2,Area-based Management Plan
65688228,3.1,Population trends
65688228,1.2,"Population size, distribution & trends"
65688228,1.3,Life history & ecology
65688228,1.5,Threats
65896833,3.1,Population trends
65896833,3.3,Trade trends
65896833,3.4,Habitat trends
65896833,1.2,"Population size, distribution & trends"
65896833,1.4,"Harvest, use & livelihoods"
65896833,1.5,Threats
65523590,1.5,Threats
65523590,1.4,"Harvest, use & livelihoods"
44714,1.3,Life history & ecology
44714,1.2,"Population size, distribution & trends"
44714,3.1,Population trends
68002697,1.5,Threats
68002697,3.1,Population trends
68002697,1.2,"Population size, distribution & trends"
68002697,1.3,Life history & ecology
68002697,3.4,Habitat trends
68002697,1.6,Actions
65880126,1.5,Threats
65880126,1.3,Life history & ecology
65880126,1.2,"Population size, distribution & trends"
65880126,3.1,Population trends
65880126,2.2,Area-based Management Plan
66220682,1.5,Threats
66220682,1.3,Life history & ecology
66220682,1.2,"Population size, distribution & trends"
66220682,3.1,Population trends
66220682,2.2,Area-based Management Plan
66220628,1.5,Threats
66220628,1.3,Life history & ecology
66220628,1.2,"Population size, distribution & trends"
66220628,3.1,Population trends
66220628,2.2,Area-based Management Plan
65881560,1.2,"Population size, distribution & trends"
65881560,2.2,Area-based Management Plan
65881560,3.1,Population trends
65881560,1.3,Life history & ecology
65881560,1.5,Threats
65880233,2.2,Area-based Management Plan
65880233,3.1,Population trends
65880233,1.2,"Population size, distribution & trends"
65880233,1.3,Life history & ecology
65880233,1.5,Threats
65881569,2.2,Area-based Management Plan
65881569,3.1,Population trends
65881569,1.2,"Population size, distribution & trends"
65881569,1.3,Life history & ecology
65881569,1.5,Threats
65893025,1.5,Threats
65893025,1.3,Life history & ecology
65893025,1.2,"Population size, distribution & trends"
65893025,3.1,Population trends
65893025,2.2,Area-based Management Plan
65893010,1.1,Taxonomy
65893010,1.2,"Population size, distribution & trends"
65893010,1.3,Life history & ecology
65893010,1.5,Threats
65893010,2.2,Area-based Management Plan
65893010,3.1,Population trends
66180586,2.2,Area-based Management Plan
66180586,3.1,Population trends
66180586,1.2,"Population size, distribution & trends"
66180586,1.3,Life history & ecology
66180586,1.5,Threats
66183379,2.2,Area-based Management Plan
66183379,3.1,Population trends
66183379,1.2,"Population size, distribution & trends"
66183379,1.3,Life history & ecology
66183379,1.5,Threats
66183430,2.2,Area-based Management Plan
66183430,3.1,Population trends
66183430,1.2,"Population size, distribution & trends"
66183430,1.3,Life history & ecology
66183430,1.5,Threats
66183290,1.2,"Population size, distribution & trends"
66183290,1.3,Life history & ecology
66183290,1.5,Threats
66183290,2.2,Area-based Management Plan
66183290,3.1,Population trends
66183463,2.2,Area-based Management Plan
66183463,3.1,Population trends
66183463,1.2,"Population size, distribution & trends"
66183463,1.3,Life history & ecology
66183463,1.5,Threats
66183368,2.2,Area-based Management Plan
66183368,3.1,Population trends
66183368,1.2,"Population size, distribution & trends"
66183368,1.3,Life history & ecology
66183368,1.5,Threats
66183433,2.2,Area-based Management Plan
66183433,3.1,Population trends
66183433,1.2,"Population size, distribution & trends"
66183433,1.3,Life history & ecology
66183433,1.5,Threats
66187757,2.2,Area-based Management Plan
66187757,3.1,Population trends
66187757,1.2,"Population size, distribution & trends"
66187757,1.3,Life history & ecology
66187757,1.5,Threats
66185257,2.2,Area-based Management Plan
66185257,3.1,Population trends
66185257,1.2,"Population size, distribution & trends"
66185257,1.3,Life history & ecology
66185257,1.5,Threats
66185855,2.2,Area-based Management Plan
66185855,3.1,Population trends
66185855,1.2,"Population size, distribution & trends"
66185855,1.3,Life history & ecology
66185855,1.5,Threats
65880268,2.2,Area-based Management Plan
65880268,3.1,Population trends
65880268,1.2,"Population size, distribution & trends"
65880268,1.3,Life history & ecology
65880268,1.5,Threats
68446797,1.5,Threats
68446797,1.3,Life history & ecology
68446797,1.2,"Population size, distribution & trends"
68446797,3.1,Population trends
68446797,2.2,Area-based Management Plan
68446797,1.1,Taxonomy
68446813,1.5,Threats
68446813,1.3,Life history & ecology
68446813,1.2,"Population size, distribution & trends"
68446813,3.1,Population trends
68446813,2.2,Area-based Management Plan
68446813,1.1,Taxonomy
68446825,1.5,Threats
68446825,1.3,Life history & ecology
68446825,1.2,"Population size, distribution & trends"
68446825,3.1,Population trends
68446825,1.1,Taxonomy
68446825,2.2,Area-based Management Plan
68446869,1.5,Threats
68446869,1.3,Life history & ecology
68446869,1.2,"Population size, distribution & trends"
68446869,3.1,Population trends
68446869,1.1,Taxonomy
68446869,2.2,Area-based Management Plan
68446887,1.5,Threats
68446887,1.3,Life history & ecology
68446887,1.2,"Population size, distribution & trends"
68446887,3.1,Population trends
68446887,1.1,Taxonomy
68446887,2.2,Area-based Management Plan
68446941,1.5,Threats
68446941,1.3,Life history & ecology
68446941,1.2,"Population size, distribution & trends"
68446941,3.1,Population trends
68446941,2.2,Area-based Management Plan
68446941,1.1,Taxonomy
68446993,1.5,Threats
68446993,1.3,Life history & ecology
68446993,1.2,"Population size, distribution & trends"
68446993,3.1,Population trends
68446993,1.1,Taxonomy
68446993,2.2,Area-based Management Plan
68447010,1.5,Threats
68447010,1.3,Life history & ecology
68447010,1.2,"Population size, distribution & trends"
68447010,3.1,Population trends
68447010,2.2,Area-based Management Plan
68447010,1.1,Taxonomy
68447119,1.5,Threats
68447119,1.3,Life history & ecology
68447119,1.2,"Population size, distribution & trends"
68447119,3.1,Population trends
68447119,1.1,Taxonomy
68447119,2.2,Area-based Management Plan
68447405,2.2,Area-based Management Plan
68447405,3.1,Population trends
68447405,1.2,"Population size, distribution & trends"
68447405,1.3,Life history & ecology
68447405,1.5,Threats
68447436,2.2,Area-based Management Plan
68447436,3.1,Population trends
68447436,1.2,"Population size, distribution & trends"
68447436,1.3,Life history & ecology
68447436,1.5,Threats
68447509,2.2,Area-based Management Plan
68447509,1.2,"Population size, distribution & trends"
68447509,1.3,Life history & ecology
68447509,1.5,Threats
68447509,3.1,Population trends
68447530,1.2,"Population size, distribution & trends"
68447530,2.2,Area-based Management Plan
68447530,3.1,Population trends
68447530,1.3,Life history & ecology
68447530,1.5,Threats
68447547,2.2,Area-based Management Plan
68447547,3.1,Population trends
68447547,1.2,"Population size, distribution & trends"
68447547,1.3,Life history & ecology
68447547,1.5,Threats
68447734,1.3,Life history & ecology
68447734,1.2,"Population size, distribution & trends"
68447734,3.1,Population trends
68447734,2.2,Area-based Management Plan
68447734,1.5,Threats
68448029,2.2,Area-based Management Plan
68448029,1.2,"Population size, distribution & trends"
68448029,1.3,Life history & ecology
68448029,1.5,Threats
68448029,3.1,Population trends
68448045,2.2,Area-based Management Plan
68448045,3.1,Population trends
68448045,1.2,"Population size, distribution & trends"
68448045,1.3,Life history & ecology
68448045,1.5,Threats
68453268,1.2,"Population size, distribution & trends"
68453268,2.2,Area-based Management Plan
68453268,3.1,Population trends
68453268,1.3,Life history & ecology
68453268,1.5,Threats
68453289,2.2,Area-based Management Plan
68453289,1.2,"Population size, distribution & trends"
68453289,1.3,Life history & ecology
68453289,1.5,Threats
68453289,3.1,Population trends
68453326,1.2,"Population size, distribution & trends"
68453326,1.3,Life history & ecology
68453326,2.2,Area-based Management Plan
68453326,3.1,Population trends
68453326,1.5,Threats
68453335,1.2,"Population size, distribution & trends"
68453335,1.3,Life history & ecology
68453335,1.5,Threats
68453335,2.2,Area-based Management Plan
68453335,3.1,Population trends
68453369,1.2,"Population size, distribution & trends"
68453369,1.3,Life history & ecology
68453369,2.2,Area-based Management Plan
68453369,3.1,Population trends
68453369,1.5,Threats
68453402,2.2,Area-based Management Plan
68453402,1.2,"Population size, distribution & trends"
68453402,1.3,Life history & ecology
68453402,1.5,Threats
68453402,3.1,Population trends
66186338,2.2,Area-based Management Plan
66186338,3.1,Population trends
66186338,1.2,"Population size, distribution & trends"
66186338,1.3,Life history & ecology
66186338,1.5,Threats
66186381,2.2,Area-based Management Plan
66186381,3.1,Population trends
66186381,1.2,"Population size, distribution & trends"
66186381,1.3,Life history & ecology
66186381,1.5,Threats
66185811,1.2,"Population size, distribution & trends"
66185811,1.3,Life history & ecology
66185811,1.5,Threats
66185811,2.2,Area-based Management Plan
66185811,3.1,Population trends
65880967,1.2,"Population size, distribution & trends"
65880967,2.2,Area-based Management Plan
65880967,3.1,Population trends
65880967,1.3,Life history & ecology
65880967,1.5,Threats
66182896,1.1,Taxonomy
66182896,1.2,"Population size, distribution & trends"
66182896,1.3,Life history & ecology
66182896,2.2,Area-based Management Plan
66182896,3.1,Population trends
66182896,1.5,Threats
68501411,3.1,Population trends
68501411,3.4,Habitat trends
68501411,1.2,"Population size, distribution & trends"
68501411,1.5,Threats
68501411,1.6,Actions
68501411,2.1,Species Action/Recovery Plan
68501404,1.6,Actions
68501404,1.5,Threats
68501404,1.4,"Harvest, use & livelihoods"
68501404,3.1,Population trends
68501404,3.4,Habitat trends
68501404,2.1,Species Action/Recovery Plan
68501514,1.5,Threats
68501514,3.1,Population trends
68501514,3.4,Habitat trends
68501514,1.2,"Population size, distribution & trends"
68501514,1.6,Actions
68501514,2.1,Species Action/Recovery Plan
69222252,3.1,Population trends
69222252,3.2,Harvest level trends
69222252,3.3,Trade trends
69222252,3.4,Habitat trends
69222252,1.2,"Population size, distribution & trends"
69222252,1.3,Life history & ecology
69222252,1.4,"Harvest, use & livelihoods"
69222252,1.5,Threats
69292076,3.1,Population trends
69292076,3.4,Habitat trends
69292076,1.2,"Population size, distribution & trends"
69292076,1.5,Threats
69292076,1.6,Actions
69292076,2.1,Species Action/Recovery Plan
69292060,1.5,Threats
69292060,3.1,Population trends
69292060,3.4,Habitat trends
69292060,1.2,"Population size, distribution & trends"
69292060,1.6,Actions
69292060,2.1,Species Action/Recovery Plan
65727797,3.1,Population trends
65727797,3.4,Habitat trends
65727797,1.2,"Population size, distribution & trends"
65727797,1.5,Threats
65727797,1.6,Actions
65727797,2.1,Species Action/Recovery Plan
70102541,1.6,Actions
70102541,1.4,"Harvest, use & livelihoods"
70102541,1.2,"Population size, distribution & trends"
70102782,3.1,Population trends
70102782,3.4,Habitat trends
70102782,1.2,"Population size, distribution & trends"
70102782,1.5,Threats
70102782,1.6,Actions
70102782,2.1,Species Action/Recovery Plan
70102132,1.5,Threats
70102132,1.4,"Harvest, use & livelihoods"
70102132,3.1,Population trends
70102132,3.2,Harvest level trends
70102132,3.4,Habitat trends
70102132,1.2,"Population size, distribution & trends"
70102132,1.3,Life history & ecology
70102347,1.6,Actions
70102347,1.5,Threats
70102347,3.1,Population trends
70102347,3.4,Habitat trends
70102347,1.2,"Population size, distribution & trends"
70102347,2.1,Species Action/Recovery Plan
70102868,1.5,Threats
70102868,3.1,Population trends
70102868,3.4,Habitat trends
70102868,1.2,"Population size, distribution & trends"
70102868,1.6,Actions
70102868,2.1,Species Action/Recovery Plan
70102656,3.1,Population trends
70102656,3.4,Habitat trends
70102656,1.2,"Population size, distribution & trends"
70102656,1.5,Threats
70102656,1.6,Actions
70102656,2.1,Species Action/Recovery Plan
70102897,1.6,Actions
70102897,1.5,Threats
70102897,1.4,"Harvest, use & livelihoods"
70102897,3.1,Population trends
70102897,3.4,Habitat trends
70102897,2.1,Species Action/Recovery Plan
70102577,1.6,Actions
70102577,1.5,Threats
70102577,1.4,"Harvest, use & livelihoods"
70102577,1.3,Life history & ecology
70102602,1.6,Actions
70102602,1.5,Threats
70102602,1.4,"Harvest, use & livelihoods"
70102602,1.3,Life history & ecology
70102602,3.1,Population trends
70102602,3.2,Harvest level trends
70102602,3.3,Trade trends
70102602,3.4,Habitat trends
70102152,1.6,Actions
70102152,3.1,Population trends
70102152,3.4,Habitat trends
70102152,1.2,"Population size, distribution & trends"
70102152,1.5,Threats
70102152,2.1,Species Action/Recovery Plan
70102288,1.4,"Harvest, use & livelihoods"
70102144,1.6,Actions
70102144,3.1,Population trends
70102144,3.4,Habitat trends
70102144,1.2,"Population size, distribution & trends"
70102144,1.5,Threats
70102144,2.1,Species Action/Recovery Plan
87574074,3.1,Population trends
87574074,3.2,Harvest level trends
87574074,3.3,Trade trends
87574074,3.4,Habitat trends
87574074,1.2,"Population size, distribution & trends"
87574074,1.4,"Harvest, use & livelihoods"
87574074,1.5,Threats
87612393,3.1,Population trends
87612393,3.4,Habitat trends
87612393,1.2,"Population size, distribution & trends"
87612393,1.5,Threats
87612393,1.6,Actions
87612393,2.1,Species Action/Recovery Plan
87612422,3.1,Population trends
87612422,3.4,Habitat trends
87612422,1.2,"Population size, distribution & trends"
87612422,1.5,Threats
87612422,1.6,Actions
87612422,2.1,Species Action/Recovery Plan
87613981,3.1,Population trends
87613981,3.4,Habitat trends
87613981,1.2,"Population size, distribution & trends"
87613981,1.3,Life history & ecology
87613981,1.5,Threats
68501540,1.6,Actions
68501540,1.5,Threats
68501540,1.4,"Harvest, use & livelihoods"
68501540,1.3,Life history & ecology
87620950,3.1,Population trends
87620950,3.4,Habitat trends
87620950,1.2,"Population size, distribution & trends"
87620950,1.5,Threats
87620950,1.6,Actions
87620950,2.1,Species Action/Recovery Plan
87621046,3.1,Population trends
87621046,3.4,Habitat trends
87621046,1.2,"Population size, distribution & trends"
87621046,1.5,Threats
87621046,1.6,Actions
87621046,2.1,Species Action/Recovery Plan
87621067,2.3,Harvest & Trade Management Plan
87621067,3.1,Population trends
87621067,3.2,Harvest level trends
87621067,3.3,Trade trends
87621067,3.4,Habitat trends
87621067,1.2,"Population size, distribution & trends"
87621067,1.3,Life history & ecology
87621067,1.4,"Harvest, use & livelihoods"
87621067,1.5,Threats
87621226,1.2,"Population size, distribution & trends"
87621226,1.3,Life history & ecology
87621226,1.4,"Harvest, use & livelihoods"
87621226,1.5,Threats
87621226,1.6,Actions
87621226,2.1,Species Action/Recovery Plan
87621284,3.1,Population trends
87621284,3.4,Habitat trends
87621284,1.2,"Population size, distribution & trends"
87621284,1.3,Life history & ecology
87621284,1.4,"Harvest, use & livelihoods"
87621284,2.1,Species Action/Recovery Plan
87621308,1.5,Threats
87621308,1.6,Actions
87621308,3.1,Population trends
87621308,3.4,Habitat trends
87621308,1.2,"Population size, distribution & trends"
87621308,2.1,Species Action/Recovery Plan
87621342,1.2,"Population size, distribution & trends"
87621342,1.5,Threats
87621342,3.1,Population trends
87621342,3.4,Habitat trends
87621342,1.6,Actions
87621342,2.1,Species Action/Recovery Plan
87621371,2.2,Area-based Management Plan
87621371,3.2,Harvest level trends
87621371,3.3,Trade trends
87621371,1.2,"Population size, distribution & trends"
87621371,1.3,Life history & ecology
87621371,1.4,"Harvest, use & livelihoods"
87621604,3.1,Population trends
87621604,3.4,Habitat trends
87621604,1.2,"Population size, distribution & trends"
87621604,1.5,Threats
87621604,1.6,Actions
87621604,2.1,Species Action/Recovery Plan
87630094,1.2,"Population size, distribution & trends"
87630094,1.3,Life history & ecology
87630094,1.4,"Harvest, use & livelihoods"
87630094,1.5,Threats
87630094,1.6,Actions
87630094,2.1,Species Action/Recovery Plan
87631905,3.1,Population trends
87631905,3.4,Habitat trends
87631905,1.2,"Population size, distribution & trends"
87631905,1.5,Threats
87631905,1.6,Actions
87631905,2.1,Species Action/Recovery Plan
87631936,3.1,Population trends
87631936,3.4,Habitat trends
87631936,1.2,"Population size, distribution & trends"
87631936,1.5,Threats
87631936,1.6,Actions
87631936,2.1,Species Action/Recovery Plan
87631936,3.3,Trade trends
87634157,1.2,"Population size, distribution & trends"
87634157,1.3,Life history & ecology
87634157,1.4,"Harvest, use & livelihoods"
87634157,1.5,Threats
87634157,1.6,Actions
87634608,1.2,"Population size, distribution & trends"
87634608,1.3,Life history & ecology
87634608,1.4,"Harvest, use & livelihoods"
87634608,1.5,Threats
87634608,1.6,Actions
87634639,3.1,Population trends
87634639,3.4,Habitat trends
87634639,1.2,"Population size, distribution & trends"
87634639,1.5,Threats
87634639,1.6,Actions
87634639,2.1,Species Action/Recovery Plan
103009281,3.1,Population trends
103009281,3.4,Habitat trends
103009281,1.2,"Population size, distribution & trends"
103009281,1.5,Threats
103009281,1.6,Actions
103009281,2.1,Species Action/Recovery Plan
87634897,1.4,"Harvest, use & livelihoods"
87635166,3.1,Population trends
87635166,3.4,Habitat trends
87635166,1.2,"Population size, distribution & trends"
87635166,1.5,Threats
87635166,1.6,Actions
87635166,2.1,Species Action/Recovery Plan
87635314,1.2,"Population size, distribution & trends"
87635314,1.4,"Harvest, use & livelihoods"
87635314,1.5,Threats
87635386,3.1,Population trends
87635386,3.3,Trade trends
87635386,1.2,"Population size, distribution & trends"
87635386,2.1,Species Action/Recovery Plan
87635427,3.1,Population trends
87635427,3.3,Trade trends
87635427,3.4,Habitat trends
87635427,1.2,"Population size, distribution & trends"
87635427,1.5,Threats
87635751,3.1,Population trends
87635751,3.2,Harvest level trends
87635751,3.3,Trade trends
87635751,3.4,Habitat trends
87635751,1.2,"Population size, distribution & trends"
87635751,1.3,Life history & ecology
87635751,1.4,"Harvest, use & livelihoods"
87635751,1.5,Threats
103027746,1.2,"Population size, distribution & trends"
103027746,1.3,Life history & ecology
103027746,1.4,"Harvest, use & livelihoods"
110078377,3.1,Population trends
110078377,1.2,"Population size, distribution & trends"
110078377,1.3,Life history & ecology
110078377,1.5,Threats
117043783,1.1,Taxonomy
117043783,1.2,"Population size, distribution & trends"
117043783,1.3,Life history & ecology
41030,3.1,Population trends
41030,3.4,Habitat trends
41030,1.2,"Population size, distribution & trends"
41030,1.5,Threats
41030,1.6,Actions
41030,2.1,Species Action/Recovery Plan
196407,1.1,Taxonomy
148943943,1.3,Life history & ecology
148943943,1.2,"Population size, distribution & trends"
148943943,3.1,Population trends
148943943,2.2,Area-based Management Plan
148943943,1.5,Threats
175254496,1.2,"Population size, distribution & trends"
175254496,1.5,Threats
176442917,1.2,"Population size, distribution & trends"
173431037,1.2,"Population size, distribution & trends"
176422723,1.2,"Population size, distribution & trends"
176422307,1.2,"Population size, distribution & trends"
176427048,1.2,"Population size, distribution & trends"
176427412,1.2,"Population size, distribution & trends"
175376416,1.2,"Population size, distribution & trends"
176421679,1.2,"Population size, distribution & trends"
176427402,1.2,"Population size, distribution & trends"
19891953,3.1,Population trends
19891953,1.5,Threats
19891953,1.2,"Population size, distribution & trends"
196304651,3.1,Population trends
196304651,3.4,Habitat trends
196304651,1.2,"Population size, distribution & trends"
196304651,1.5,Threats
196304651,1.6,Actions
196304651,2.1,Species Action/Recovery Plan
174391079,3.1,Population trends
174391079,1.2,"Population size, distribution & trends"
92252458,3.1,Population trends
92252458,3.2,Harvest level trends
92252458,1.1,Taxonomy
92252458,1.2,"Population size, distribution & trends"
92252458,1.4,"Harvest, use & livelihoods"
92252458,1.5,Threats
92252747,1.5,Threats
92252747,1.6,Actions
193482,1.2,"Population size, distribution & trends"
193482,3.1,Population trends
193482,1.1,Taxonomy
215119031,2.2,Area-based Management Plan
215119031,3.1,Population trends
215119031,3.4,Habitat trends
215119031,1.1,Taxonomy
215119031,1.2,"Population size, distribution & trends"
215119031,1.3,Life history & ecology
215119031,1.4,"Harvest, use & livelihoods"
215119031,1.5,Threats
215119031,1.6,Actions
215119031,2.1,Species Action/Recovery Plan
216485977,1.2,"Population size, distribution & trends"
216485977,1.4,"Harvest, use & livelihoods"
216485977,1.5,Threats
216485977,3.1,Population trends
216485977,3.4,Habitat trends
216485977,2.1,Species Action/Recovery Plan
217976190,1.2,"Population size, distribution & trends"
217976190,1.3,Life history & ecology
217976190,1.5,Threats
217980634,1.1,Taxonomy
217980634,1.3,Life history & ecology
217980760,1.5,Threats
217980820,1.2,"Population size, distribution & trends"
217980820,1.3,Life history & ecology
217981495,1.1,Taxonomy
217981495,1.2,"Population size, distribution & trends"
217981495,1.3,Life history & ecology
217982890,1.3,Life history & ecology
217982890,1.5,Threats
217982900,1.3,Life history & ecology
217990493,1.3,Life history & ecology
217990493,1.5,Threats
217990586,1.3,Life history & ecology
217990869,1.2,"Population size, distribution & trends"
217990869,1.3,Life history & ecology
217991364,1.3,Life history & ecology
217991364,1.5,Threats
217991437,1.3,Life history & ecology
217991437,1.5,Threats
217991520,1.3,Life history & ecology
217991747,1.3,Life history & ecology
217991852,1.3,Life history & ecology
217991852,1.5,Threats
217992239,1.3,Life history & ecology
217992239,1.5,Threats
217992319,1.3,Life history & ecology
217993051,1.3,Life history & ecology
217993467,1.2,"Population size, distribution & trends"
217993467,1.3,Life history & ecology
217993489,1.2,"Population size, distribution & trends"
217993489,1.3,Life history & ecology
217993591,1.2,"Population size, distribution & trends"
217993591,1.3,Life history & ecology
217993591,1.1,Taxonomy
217993895,1.3,Life history & ecology
217995574,1.3,Life history & ecology
217995772,1.2,"Population size, distribution & trends"
217995772,1.3,Life history & ecology
217995772,1.5,Threats
217995782,1.2,"Population size, distribution & trends"
217995782,1.3,Life history & ecology
217997456,1.2,"Population size, distribution & trends"
218005950,1.2,"Population size, distribution & trends"
218005950,1.3,Life history & ecology
218006188,1.1,Taxonomy
218006188,1.2,"Population size, distribution & trends"
218006188,1.3,Life history & ecology
218006198,1.3,Life history & ecology
218006728,1.3,Life history & ecology
218006740,1.2,"Population size, distribution & trends"
218006740,1.3,Life history & ecology
218006834,1.3,Life history & ecology
218006849,1.2,"Population size, distribution & trends"
218006849,1.3,Life history & ecology
218006849,1.5,Threats
218007416,1.2,"Population size, distribution & trends"
218007416,1.3,Life history & ecology
218007650,1.3,Life history & ecology
218007672,1.2,"Population size, distribution & trends"
218007672,1.3,Life history & ecology
218007672,1.5,Threats
218007682,1.2,"Population size, distribution & trends"
218007682,1.3,Life history & ecology
218007723,1.2,"Population size, distribution & trends"
218007723,1.3,Life history & ecology
218007733,1.2,"Population size, distribution & trends"
218007763,1.2,"Population size, distribution & trends"
218007763,1.3,Life history & ecology
218007773,1.1,Taxonomy
218007773,1.2,"Population size, distribution & trends"
218007773,1.3,Life history & ecology
218007783,1.1,Taxonomy
218007783,1.3,Life history & ecology
218007793,1.2,"Population size, distribution & trends"
218007793,1.3,Life history & ecology
218007813,1.3,Life history & ecology
218007834,1.2,"Population size, distribution & trends"
218007960,1.3,Life history & ecology
218007960,1.5,Threats
218007981,1.2,"Population size, distribution & trends"
218007981,1.3,Life history & ecology
218007991,1.2,"Population size, distribution & trends"
218007991,1.3,Life history & ecology
218007991,1.5,Threats
218008563,1.2,"Population size, distribution & trends"
218008563,1.3,Life history & ecology
218008563,1.5,Threats
218008773,1.2,"Population size, distribution & trends"
218008773,1.3,Life history & ecology
218008773,1.1,Taxonomy
218008808,1.3,Life history & ecology
218009284,1.3,Life history & ecology
218009435,1.2,"Population size, distribution & trends"
218009435,1.3,Life history & ecology
218009446,1.3,Life history & ecology
218009862,1.2,"Population size, distribution & trends"
218009862,1.3,Life history & ecology
218009939,1.1,Taxonomy
218009939,1.2,"Population size, distribution & trends"
218009939,1.3,Life history & ecology
218009972,1.2,"Population size, distribution & trends"
218009972,1.3,Life history & ecology
218010003,1.3,Life history & ecology
218010666,1.1,Taxonomy
218010666,1.3,Life history & ecology
218010722,1.2,"Population size, distribution & trends"
218010722,1.3,Life history & ecology
218010722,1.5,Threats
218010772,1.3,Life history & ecology
218010795,1.2,"Population size, distribution & trends"
218010795,1.3,Life history & ecology
218010817,1.1,Taxonomy
218010817,1.2,"Population size, distribution & trends"
218010817,1.3,Life history & ecology
218010827,1.2,"Population size, distribution & trends"
218010827,1.3,Life history & ecology
218011336,1.2,"Population size, distribution & trends"
218011336,1.3,Life history & ecology
218011336,1.5,Threats
218011465,1.5,Threats
218011476,1.3,Life history & ecology
218011476,1.5,Threats
218011556,1.3,Life history & ecology
218011612,1.3,Life history & ecology
218011709,1.3,Life history & ecology
218012363,1.2,"Population size, distribution & trends"
218012363,1.3,Life history & ecology
218012383,1.2,"Population size, distribution & trends"
218012383,1.3,Life history & ecology
218012383,3.4,Habitat trends
218012393,1.3,Life history & ecology
218012415,1.1,Taxonomy
218012415,1.2,"Population size, distribution & trends"
218012415,1.3,Life history & ecology
218012415,1.5,Threats
218012435,1.2,"Population size, distribution & trends"
218012435,1.3,Life history & ecology
218012435,1.5,Threats
218012456,1.2,"Population size, distribution & trends"
218012476,1.2,"Population size, distribution & trends"
218012476,1.3,Life history & ecology
218012476,1.5,Threats
218012486,1.1,Taxonomy
218012486,1.2,"Population size, distribution & trends"
218012486,1.3,Life history & ecology
218012486,1.5,Threats
218012506,1.2,"Population size, distribution & trends"
218012506,1.3,Life history & ecology
218012506,1.5,Threats
218012526,1.2,"Population size, distribution & trends"
218012526,1.3,Life history & ecology
218012536,1.2,"Population size, distribution & trends"
218012536,1.3,Life history & ecology
218012546,1.2,"Population size, distribution & trends"
218012546,1.3,Life history & ecology
218012546,1.5,Threats
218012546,1.1,Taxonomy
218012749,1.3,Life history & ecology
218012938,1.2,"Population size, distribution & trends"
218012938,1.3,Life history & ecology
218012938,1.5,Threats
218012968,1.2,"Population size, distribution & trends"
218012968,1.3,Life history & ecology
218012978,1.2,"Population size, distribution & trends"
218012978,1.3,Life history & ecology
218012978,1.5,Threats
218012988,1.2,"Population size, distribution & trends"
218012988,1.3,Life history & ecology
218013380,1.3,Life history & ecology
218013522,1.3,Life history & ecology
218013544,1.3,Life history & ecology
218013555,1.2,"Population size, distribution & trends"
218013555,1.3,Life history & ecology
218013555,1.5,Threats
218014109,1.3,Life history & ecology
218014205,1.3,Life history & ecology
218014217,1.3,Life history & ecology
218014240,1.2,"Population size, distribution & trends"
218014240,1.3,Life history & ecology
218014250,1.2,"Population size, distribution & trends"
218014250,1.3,Life history & ecology
218014250,1.5,Threats
218014337,1.1,Taxonomy
218014337,1.2,"Population size, distribution & trends"
218014337,1.3,Life history & ecology
218014370,1.3,Life history & ecology
218014381,1.2,"Population size, distribution & trends"
218014381,1.3,Life history & ecology
218014451,1.3,Life history & ecology
218014509,1.2,"Population size, distribution & trends"
218014509,1.3,Life history & ecology
218014509,1.5,Threats
218014658,1.2,"Population size, distribution & trends"
218014658,1.3,Life history & ecology
218014853,1.2,"Population size, distribution & trends"
218014853,1.3,Life history & ecology
218014853,3.4,Habitat trends
218014853,1.5,Threats
218015187,1.2,"Population size, distribution & trends"
218015187,1.3,Life history & ecology
218015838,1.3,Life history & ecology
218016786,1.3,Life history & ecology
218016786,1.5,Threats
218016826,1.1,Taxonomy
218016826,1.2,"Population size, distribution & trends"
218016826,1.3,Life history & ecology
218016846,1.3,Life history & ecology
218017078,1.2,"Population size, distribution & trends"
218017078,1.3,Life history & ecology
218017088,1.2,"Population size, distribution & trends"
218017088,1.3,Life history & ecology
218017241,1.3,Life history & ecology
218017253,1.2,"Population size, distribution & trends"
218017253,1.3,Life history & ecology
218017453,1.2,"Population size, distribution & trends"
218017453,1.3,Life history & ecology
218017625,1.2,"Population size, distribution & trends"
218017625,1.3,Life history & ecology
218017635,1.2,"Population size, distribution & trends"
218017635,1.3,Life history & ecology
218017705,1.3,Life history & ecology
218017868,1.2,"Population size, distribution & trends"
218017868,1.3,Life history & ecology
218018721,1.3,Life history & ecology
218018886,1.3,Life history & ecology
218018961,1.2,"Population size, distribution & trends"
218018961,1.3,Life history & ecology
218018995,1.2,"Population size, distribution & trends"
218019180,1.2,"Population size, distribution & trends"
218019180,1.3,Life history & ecology
218019190,1.2,"Population size, distribution & trends"
218019190,1.3,Life history & ecology
218019825,1.2,"Population size, distribution & trends"
218019825,1.3,Life history & ecology
218020091,1.2,"Population size, distribution & trends"
